Task_ID,All_Used_Transformations,Total_Transformations,Spatial_Count,Object_Count,Color_Count,Pattern_Count,Primary_Category,Grid_Size_Changed,Estimated_Complexity
task200,Translation | Shifting | Object Detection | Sorting | Color Mapping | Filling Regions | Line Extrapolation,7,2,2,1,2,Pattern_Recognition,False,7
task201,Cropping | Object Detection | Filling Regions,3,1,1,0,1,Object_Based,True,5
task202,Gravity,1,0,1,0,0,Object_Based,False,7
task203,Color Mapping,1,0,0,1,0,Color_and_Logical,False,2
task204,Object Detection | Flood Fill | Color Mapping | Filling Regions,4,0,1,2,1,Color_and_Logical,False,4
task205,Cropping | Outlier Detection | Color Mapping | Filling Regions,4,1,1,1,1,Pattern_Recognition,True,7
task206,Translation | Object Detection,2,1,1,0,0,Object_Based,False,4
task207,Cropping,1,1,0,0,0,Spatial_and_Geometric,True,2
task208,Translation | Object Detection | Color Mapping | Filling Regions,4,1,1,1,1,Pattern_Recognition,False,5
task209,Cropping | Object Detection | Sorting | Color Mapping | Filling Regions,5,1,2,1,1,Pattern_Recognition,True,7
task210,Reflection | Symmetry Completion,2,1,0,0,1,Pattern_Recognition,True,4
task211,Tiling,1,1,0,0,0,Spatial_and_Geometric,True,2
task212,Gravity | Object Detection | Color Mapping,3,1,1,1,0,Object_Based,False,6
task213,Cropping | Object Detection | Sorting | Background Separation,4,1,2,1,0,Object_Based,True,5
task214,Translation | Shifting | Object Detection | Color Mapping | Filling Regions,5,2,1,1,1,Pattern_Recognition,False,4
task215,Tiling,1,1,0,0,0,Spatial_and_Geometric,False,3
task216,Cropping | Object Detection,2,1,1,0,0,Object_Based,True,4
task217,Translation | Tiling | Object Detection,3,2,1,0,0,Spatial_and_Geometric,False,4
task218,Cropping | Object Detection | Background Separation | Filling Regions,4,1,1,1,1,Object_Based,True,4
task219,Object Detection | Color Mapping | Filling Regions,3,0,1,1,1,Pattern_Recognition,False,5
task220,Translation | Object Detection | Color Mapping | Filling Regions,4,1,1,1,1,Pattern_Recognition,False,5
task221,Tiling,1,1,0,0,0,Spatial_and_Geometric,True,2
task222,Object Detection | Sorting | Background Separation | Filling Regions,4,0,2,1,1,Object_Based,False,6
task223,Tiling | Magnification,2,2,0,0,0,Spatial_and_Geometric,True,4
task224,Object Detection | Shape Matching | Color Mapping | Filling Regions,4,0,2,1,1,Pattern_Recognition,False,6
task225,Reflection | Tiling | Object Detection | Sorting | Color Mapping | Symmetry Completion,6,2,2,1,1,Pattern_Recognition,False,6
task226,Object Detection | Sorting | Color Mapping | Filling Regions,4,0,2,1,1,Pattern_Recognition,False,6
task227,Translation | Gravity | Collision Detection | Color Mapping,4,1,2,1,0,Object_Based,False,7
task228,Reflection | Object Detection | Sorting | Color Mapping | Symmetry Completion,5,1,2,1,1,Object_Based,False,6
task229,Sorting | Color Mapping,2,0,1,1,0,Color_and_Logical,False,3
task230,Translation | Object Detection | Color Mapping | Intersection Finding,4,1,1,1,1,Pattern_Recognition,False,7
task231,Tiling | Filling Regions,2,1,0,0,1,Pattern_Recognition,True,4
task232,Object Detection | Color Mapping | Line Extrapolation,3,0,1,1,1,Pattern_Recognition,False,4
task233,Cropping | Object Detection | Color Mapping | Filling Regions,4,1,1,1,1,Pattern_Recognition,True,6
task234,Translation | Gravity,2,1,1,0,0,Object_Based,False,5
task235,Object Detection | Sorting | Color Mapping,3,0,2,1,0,Object_Based,True,6
task236,Cropping | Object Detection | Sorting | Color Mapping,4,1,2,1,0,Object_Based,True,6
task237,Object Detection | Gravity | Color Mapping | Filling Regions,4,0,2,1,1,Object_Based,False,5
task238,Cropping | Object Detection | Color Mapping | Filling Regions,4,1,1,1,1,Pattern_Recognition,True,7
task239,Translation | Sorting | Color Mapping | Filling Regions,4,1,1,1,1,Object_Based,True,6
task240,Reflection | Symmetry Completion | Filling Regions,3,1,0,0,2,Pattern_Recognition,False,5
task241,Translation | Sorting,2,1,1,0,0,Object_Based,False,6
task242,Cropping | Object Detection | Symmetry Completion | Filling Regions,4,1,1,0,2,Pattern_Recognition,True,6
task243,Flood Fill,1,0,0,1,0,Color_and_Logical,False,3
task244,Cropping | Object Detection | Color Mapping | Filling Regions,4,1,1,1,1,Pattern_Recognition,True,7
task245,Translation | Shifting | Object Detection | Gravity | Color Mapping,5,2,2,1,0,Object_Based,False,6
task246,Object Detection | Color Mapping | Filling Regions,3,0,1,1,1,Pattern_Recognition,False,4
task247,Object Detection | Sorting,2,0,2,0,0,Object_Based,True,4
task248,Translation | Color Swapping | Line Extrapolation,3,1,0,1,1,Pattern_Recognition,False,4
task249,Tiling,1,1,0,0,0,Spatial_and_Geometric,True,2
task250,Translation | Gravity,2,1,1,0,0,Object_Based,False,5
task251,Object Detection | Flood Fill | Filling Regions,3,0,1,1,1,Pattern_Recognition,False,4
task252,Object Detection | Sorting | Color Mapping,3,0,2,1,0,Object_Based,False,5
task253,Cropping | Object Detection | Sorting,3,1,2,0,0,Object_Based,True,6
task254,Object Detection | Gravity | Color Mapping,3,0,2,1,0,Object_Based,False,6
task255,Flood Fill | Color Mapping | Filling Regions,3,0,0,2,1,Pattern_Recognition,False,4
task256,Translation | Shifting | Object Detection | Gravity | Color Mapping | Filling Regions,6,2,2,1,1,Object_Based,False,6
task257,Cropping | Object Detection | Sorting | Color Mapping | Filling Regions,5,1,2,1,1,Object_Based,True,6
task258,Object Detection | Shape Matching | Color Mapping | Filling Regions,4,0,2,1,1,Pattern_Recognition,False,4
task259,Cropping | Object Detection,2,1,1,0,0,Object_Based,True,4
task260,Translation | Symmetry Completion,2,1,0,0,1,Pattern_Recognition,False,4
task261,Translation | Gravity | Color Mapping,3,1,1,1,0,Object_Based,False,4
task262,Object Detection | Sorting | Color Mapping,3,0,2,1,0,Object_Based,False,4
task263,Cropping | Object Detection | Outlier Detection | Color Mapping | Symmetry Completion,5,1,2,1,1,Object_Based,True,6
task264,Cropping | Object Detection | Sorting | Color Mapping | Filling Regions,5,1,2,1,1,Object_Based,True,7
task265,Color Mapping | Filling Regions,2,0,0,1,1,Pattern_Recognition,False,4
task266,Translation | Object Detection | Color Mapping,3,1,1,1,0,Object_Based,False,4
task267,Object Detection | Color Swapping,2,0,1,1,0,Color_and_Logical,False,2
task268,Object Detection | Flood Fill | Filling Regions,3,0,1,1,1,Pattern_Recognition,False,5
task269,Tiling | Magnification | Object Detection | Sorting | Color Mapping | Filling Regions,6,2,2,1,1,Spatial_and_Geometric,True,6
task270,Translation | Shifting | Gravity,3,2,1,0,0,Object_Based,False,6
task271,Cropping | Object Detection | Filling Regions,3,1,1,0,1,Pattern_Recognition,True,5
task272,Outlier Detection | Color Mapping,2,0,1,1,0,Object_Based,False,4
task273,Object Detection | Shape Matching | Color Mapping | Filling Regions,4,0,2,1,1,Pattern_Recognition,False,5
task274,Cropping | Object Detection | Color Mapping | Filling Regions,4,1,1,1,1,Pattern_Recognition,True,4
task275,Tiling | Magnification | Object Detection | Sorting | Color Mapping | Filling Regions,6,2,2,1,1,Object_Based,True,7
task276,Color Swapping,1,0,0,1,0,Color_and_Logical,False,1
task277,Object Detection | Color Mapping,2,0,1,1,0,Color_and_Logical,False,2
task278,Object Detection | Color Mapping | Filling Regions,3,0,1,1,1,Pattern_Recognition,False,5
task279,Object Detection | Color Mapping,2,0,1,1,0,Color_and_Logical,False,2
task280,Translation | Shifting | Object Detection | Gravity | Color Mapping | Filling Regions,6,2,2,1,1,Object_Based,False,7
task281,Magnification | Filling Regions,2,1,0,0,1,Pattern_Recognition,False,5
task282,Object Detection | Color Mapping | Filling Regions,3,0,1,1,1,Pattern_Recognition,False,7
task283,Object Detection | Shape Matching | Color Mapping | Filling Regions,4,0,2,1,1,Object_Based,False,6
task284,Translation | Object Detection | Shape Matching | Color Mapping | Filling Regions,5,1,2,1,1,Pattern_Recognition,False,7
task285,Translation | Shifting | Object Detection | Color Mapping | Filling Regions | Line Extrapolation,6,2,1,1,2,Pattern_Recognition,False,6
task286,Object Detection | Gravity | Color Mapping | Filling Regions,4,0,2,1,1,Pattern_Recognition,False,7
task287,Reflection | Symmetry Completion,2,1,0,0,1,Pattern_Recognition,False,4
task288,Translation | Object Detection | Gravity | Color Mapping | Filling Regions,5,1,2,1,1,Object_Based,False,7
task289,Tiling,1,1,0,0,0,Spatial_and_Geometric,True,4
task290,Cropping | Color Mapping,2,1,0,1,0,Spatial_and_Geometric,True,3
task291,Object Detection | Sorting | Color Mapping,3,0,2,1,0,Object_Based,True,6
task292,Object Detection | Sorting | Color Mapping | Symmetry Completion,4,0,2,1,1,Color_and_Logical,False,5
task293,Object Detection | Color Swapping,2,0,1,1,0,Color_and_Logical,False,2
task294,Object Detection | Color Mapping | Filling Regions,3,0,1,1,1,Pattern_Recognition,False,4
task295,Translation | Filling Regions,2,1,0,0,1,Pattern_Recognition,False,4
task296,Cropping | Object Detection,2,1,1,0,0,Spatial_and_Geometric,True,3
task297,Tiling | Object Detection | Color Mapping | Filling Regions,4,1,1,1,1,Pattern_Recognition,False,4
task298,Color Swapping | Background Separation | Filling Regions,3,0,0,2,1,Color_and_Logical,False,2
task299,Translation | Shifting | Gravity | Color Mapping | Filling Regions,5,2,1,1,1,Object_Based,False,5
task300,Cropping | Object Detection,2,1,1,0,0,Object_Based,True,4
task301,Translation | Gravity,2,1,1,0,0,Object_Based,False,4
task302,Object Detection | Shape Matching | Color Mapping | Filling Regions,4,0,2,1,1,Pattern_Recognition,False,6
task303,Color Mapping | Filling Regions,2,0,0,1,1,Color_and_Logical,False,2
task304,Tiling,1,1,0,0,0,Spatial_and_Geometric,True,4
task305,Translation | Filling Regions,2,1,0,0,1,Pattern_Recognition,False,4
task306,Reflection | Symmetry Completion,2,1,0,0,1,Pattern_Recognition,False,4
task307,Magnification,1,1,0,0,0,Spatial_and_Geometric,True,2
task308,Cropping | Object Detection | Color Mapping | Filling Regions,4,1,1,1,1,Pattern_Recognition,True,7
task309,Color Mapping,1,0,0,1,0,Color_and_Logical,False,2
task310,Cropping | Object Detection | Color Mapping | Filling Regions,4,1,1,1,1,Pattern_Recognition,True,6
task311,Tiling | Filling Regions,2,1,0,0,1,Pattern_Recognition,True,4
task312,Object Detection | Color Mapping,2,0,1,1,0,Color_and_Logical,False,3
task313,Translation | Shifting | Color Swapping,3,2,0,1,0,Color_and_Logical,False,2
task314,Object Detection | Sorting | Color Mapping,3,0,2,1,0,Object_Based,False,5
task315,Tiling,1,1,0,0,0,Spatial_and_Geometric,True,3
task316,Cropping | Object Detection | Sorting,3,1,2,0,0,Object_Based,True,6
task317,Tiling | Object Detection | Color Mapping | Filling Regions,4,1,1,1,1,Pattern_Recognition,False,6
task318,Object Detection | Sorting | Color Mapping,3,0,2,1,0,Object_Based,False,7
task319,Cropping | Object Detection | Color Mapping | Filling Regions,4,1,1,1,1,Pattern_Recognition,True,6
task320,Gravity | Color Mapping | Filling Regions,3,0,1,1,1,Object_Based,False,7
task321,Cropping | Object Detection | Color Mapping,3,1,1,1,0,Object_Based,True,6
task322,Translation | Gravity,2,1,1,0,0,Object_Based,False,5
task323,Translation | Shifting | Object Detection | Gravity | Color Mapping | Filling Regions,6,2,2,1,1,Object_Based,False,7
task324,Translation | Shifting | Object Detection | Sorting | Color Mapping | Filling Regions,6,2,2,1,1,Object_Based,False,7
task325,Cropping | Object Detection | Filling Regions,3,1,1,0,1,Object_Based,True,4
task326,Cropping,1,1,0,0,0,Spatial_and_Geometric,True,2
task327,Translation | Shifting | Line Extrapolation,3,2,0,0,1,Pattern_Recognition,True,4
task328,Tiling | Object Detection | Gravity | Color Mapping | Filling Regions,5,1,2,1,1,Pattern_Recognition,False,7
task329,Outlier Detection | Color Mapping,2,0,1,1,0,Object_Based,False,3
task330,Object Detection | Sorting | Color Mapping,3,0,2,1,0,Object_Based,False,6
task331,Translation | Object Detection | Color Mapping,3,1,1,1,0,Object_Based,False,4
task332,Color Mapping,1,0,0,1,0,Color_and_Logical,False,2
task333,Translation | Shifting | Object Detection | Gravity | Color Mapping | Filling Regions,6,2,2,1,1,Object_Based,False,6
task334,Cropping | Object Detection | Color Mapping | Filling Regions,4,1,1,1,1,Pattern_Recognition,True,6
task335,Object Detection | Gravity | Color Mapping | Filling Regions,4,0,2,1,1,Object_Based,False,6
task336,Flood Fill | Filling Regions,2,0,0,1,1,Pattern_Recognition,False,4
task337,Translation | Sorting | Color Swapping,3,1,1,1,0,Object_Based,False,4
task338,Translation | Cropping | Object Detection | Shape Matching | Color Mapping | Filling Regions,6,2,2,1,1,Object_Based,False,6
task339,Cropping | Object Detection | Color Mapping | Filling Regions,4,1,1,1,1,Pattern_Recognition,True,4
task340,Translation | Shifting | Gravity | Sorting,4,2,2,0,0,Object_Based,False,7
task341,Translation | Object Detection | Gravity | Color Mapping | Filling Regions,5,1,2,1,1,Object_Based,False,6
task342,Translation | Object Detection | Gravity | Sorting,4,1,3,0,0,Object_Based,False,6
task343,Tiling,1,1,0,0,0,Spatial_and_Geometric,False,3
task344,Object Detection | Collision Detection | Color Mapping,3,0,2,1,0,Object_Based,False,4
task345,Translation | Shifting | Gravity,3,2,1,0,0,Object_Based,False,5
task346,Cropping | Object Detection | Outlier Detection | Color Mapping | Filling Regions,5,1,2,1,1,Object_Based,True,6
task347,Cropping | Object Detection | Sorting | Color Mapping,4,1,2,1,0,Object_Based,True,6
task348,Translation | Shifting | Object Detection | Sorting | Color Mapping | Symmetry Completion | Filling Regions,7,2,2,1,2,Pattern_Recognition,False,7
task349,Translation | Shifting | Object Detection | Gravity | Color Mapping | Filling Regions,6,2,2,1,1,Object_Based,False,7
task350,Object Detection | Gravity | Flood Fill | Filling Regions,4,0,2,1,1,Pattern_Recognition,False,6
task351,Cropping | Object Detection,2,1,1,0,0,Object_Based,True,4
task352,Translation | Object Detection | Gravity | Color Mapping | Filling Regions,5,1,2,1,1,Pattern_Recognition,False,6
task353,Translation | Gravity,2,1,1,0,0,Object_Based,False,5
task354,Object Detection | Shape Matching | Color Mapping,3,0,2,1,0,Object_Based,False,6
task355,Object Detection | Outlier Detection | Color Mapping,3,0,2,1,0,Object_Based,True,6
task356,Object Detection | Flood Fill | Filling Regions,3,0,1,1,1,Pattern_Recognition,False,6
task357,Shifting | Color Mapping | Filling Regions,3,1,0,1,1,Pattern_Recognition,False,3
task358,Translation | Tiling | Object Detection | Filling Regions,4,2,1,0,1,Spatial_and_Geometric,False,6
task359,Outlier Detection | Color Mapping | Filling Regions,3,0,1,1,1,Pattern_Recognition,False,4
task360,Cropping | Object Detection | Background Separation,3,1,1,1,0,Object_Based,True,4
task361,Reflection | Translation | Object Detection | Color Mapping | Symmetry Completion,5,2,1,1,1,Pattern_Recognition,False,5
task362,Shifting | Object Detection | Gravity,3,1,2,0,0,Object_Based,False,5
task363,Outlier Detection | Color Mapping | Filling Regions,3,0,1,1,1,Pattern_Recognition,False,4
task364,Object Detection | Shape Matching | Color Mapping,3,0,2,1,0,Color_and_Logical,False,3
task365,Cropping,1,1,0,0,0,Spatial_and_Geometric,True,2
task366,Cropping | Translation | Object Detection | Background Separation | Filling Regions,5,2,1,1,1,Spatial_and_Geometric,True,4
task367,Object Detection | Color Mapping | Filling Regions,3,0,1,1,1,Pattern_Recognition,False,5
task368,Translation | Object Detection | Color Mapping,3,1,1,1,0,Object_Based,False,4
task369,Object Detection | Sorting | Color Mapping,3,0,2,1,0,Color_and_Logical,False,3
task370,Translation | Object Detection | Color Mapping | Filling Regions,4,1,1,1,1,Pattern_Recognition,False,5
task371,Object Detection | Color Mapping | Filling Regions,3,0,1,1,1,Pattern_Recognition,False,5
task372,Translation | Gravity,2,1,1,0,0,Object_Based,False,6
task373,Color Swapping,1,0,0,1,0,Color_and_Logical,False,2
task374,Object Detection | Sorting | Color Mapping,3,0,2,1,0,Object_Based,False,6
task375,Reflection | Cropping | Object Detection | Color Mapping | Symmetry Completion,5,2,1,1,1,Pattern_Recognition,False,4
task376,Tiling,1,1,0,0,0,Spatial_and_Geometric,True,4
task377,Cropping | Object Detection | Filling Regions,3,1,1,0,1,Pattern_Recognition,True,5
task378,Translation | Shifting | Object Detection | Gravity | Filling Regions,5,2,2,0,1,Object_Based,False,6
task379,Translation | Shifting | Gravity | Object Detection | Color Mapping | Filling Regions,6,2,2,1,1,Object_Based,False,6
task380,Rotation | Reflection | Symmetry Completion,3,2,0,0,1,Spatial_and_Geometric,False,4
task381,Object Detection | Color Mapping | Filling Regions,3,0,1,1,1,Pattern_Recognition,False,5
task382,Translation | Shifting | Object Detection | Gravity | Filling Regions,5,2,2,0,1,Object_Based,False,6
task383,Translation | Shifting | Object Detection | Outlier Detection | Color Mapping | Symmetry Completion | Filling Regions,7,2,2,1,2,Pattern_Recognition,False,7
task384,Translation | Tiling | Object Detection | Symmetry Completion,4,2,1,0,1,Spatial_and_Geometric,True,5
task385,Translation | Gravity,2,1,1,0,0,Object_Based,False,4
task386,Cropping | Object Detection | Sorting | Color Mapping | Filling Regions,5,1,2,1,1,Object_Based,True,7
task387,Reflection | Object Detection | Shape Matching | Color Mapping | Symmetry Completion | Filling Regions,6,1,2,1,2,Pattern_Recognition,False,6
task388,Tiling | Cropping | Color Mapping | Symmetry Completion,4,2,0,1,1,Spatial_and_Geometric,True,4
task389,Object Detection | Sorting | Color Mapping | Filling Regions,4,0,2,1,1,Object_Based,False,4
task390,Translation | Object Detection,2,1,1,0,0,Object_Based,False,4
task391,Object Detection | Outlier Detection | Color Mapping | Filling Regions,4,0,2,1,1,Object_Based,True,4
task392,Gravity | Color Mapping | Filling Regions,3,0,1,1,1,Pattern_Recognition,False,6
task393,Object Detection | Sorting,2,0,2,0,0,Object_Based,True,4
task394,Cropping | Outlier Detection | Color Mapping | Filling Regions,4,1,1,1,1,Pattern_Recognition,True,4
task395,Object Detection | Sorting | Color Mapping,3,0,2,1,0,Object_Based,False,4
task396,Cropping | Object Detection | Color Mapping | Filling Regions,4,1,1,1,1,Pattern_Recognition,True,5
task397,Object Detection | Gravity | Color Mapping | Filling Regions,4,0,2,1,1,Object_Based,False,6
task398,Shifting | Line Extrapolation,2,1,0,0,1,Pattern_Recognition,True,3
task399,Cropping | Object Detection | Color Mapping | Filling Regions,4,1,1,1,1,Pattern_Recognition,True,7
task400,Cropping | Color Mapping | Filling Regions,3,1,0,1,1,Pattern_Recognition,True,7